"video_id","name"
"6364007616112","Foreign Press Center Briefing ""2024 U.S. Elections Polling and Analysis"""
"6363755457112","Foreign Press Center ""Foreign Policy at the Local Level: City and State Governments Confronting Global Issues"""
"6363694709112","Foreign Press Center Briefing ""Electoral Dynamics and U.S. Federalism"""
"6363655177112","Washington Foreign Press Center Briefing ""Securing Election Mail with the United States Postal Service (USPS)"""
"6362498369112","24-09-26 Overview of Bureau of African Affairs Priorities at UNGA"
"6362803938112","adam_clayton_powell_and_judy_kang_on_u.s._election_security (1080p)"
"6362557455112","21-09-27 U.S. Priorities in the Western Hemisphere"
"6362546826112","21-09-27 U.S. Foreign Policy Achievements at the United National General Assembly"
"6362507731112","24-09-26 Lobito Corridor – Trans Africa Connectivity deliverables"
"6362463258112","foreign_policy_update_on_u.s._economic_priorities (1080p)"
"6362459311112","24-09-25 Supporting Global Peace Processes through Justice and Accountability"
"6362455500112","24-09-24 U.S. Priorities for UNGA and other Foreign Policy News of the Day"
"6362455238112","24-09-24 Foreign Policy Update on U.S. Cyberspace and Digital Policy Priorities"
"6362413056112","24-09-24_u.s._priorities_for_unga_and_other_foreign_policy_news_of_the_day"
"6362127180112","Washington Foreign Press Center Briefing on ""Reforming the UN Security Council with Ambassador Linda Thomas-Greenfield"""
"6362177902112","Washington Foreign Press Center Briefing ""Preview of President Biden's Quad Summit"""
"6362358923112","24-09-23 - Partnership for Atlantic Cooperation"
"6362350297112","24-09-23 - UNGA, DRL"
"6362119347112","Washington Foreign Press Center Briefing ""Global Implications of China’s Economic Expansion"""
"6361576508112","Washington Foreign Press Center Briefing ""The Global State of Child and Forced Labor"""
"6359691375112","NYFPC Briefing on Sudan, 2024/07/31"
"6359089293112","Washington Foreign Press Center Briefing on the ""Quad Foreign Ministers' Meeting"""
"6355784539112","Washington Foreign Press Center Briefing on ""American Judicial Elections"""
"6355720189112","Washington Foreign Press Center Briefing ""NATO’s Collective Burden Sharing"""
"6355671198112","Foreign Press Center Briefing ""2024 Trafficking in Persons Report"""
"6355671609112","Washington Foreign Press Center Briefing on ""NATO’s North"""
"6355617305112","Washington Foreign Press Center Briefing ""NATO Summit Preview with Assistant Secretary O’Brien"""
"6355247246112","Washington Foreign Press Center Briefing ""Migrant Worker Rights in the United States"""
"6355382011112","Washington Foreign Press Center Briefing ""SelectUSA Investment Summit"""
"6355379426112","Washington Foreign Press Center briefing ""Preview of the 54th OAS General Assembly in Paraguay"""
"6355381387112","Washington Foreign Press Center on ""NATO’s Cyber Challenge: The Role of AI in Russia’s Confrontation with the West"""
"6354386669112","Washington Foreign Press Center ""Targeting Human Smuggling and Trafficking in the Northern Triangle and Mexico"""
"6354444554112","Washington Foreign Press Center Briefing on ""NATO’s Eastern Front"""
"6354238418112","Washington Foreign Press Center Briefing ""Preview of President Biden’s Travel to France"""
"6354385286112","Washington Foreign Press Center ""NATO in the U.S. Heartland"""
"6353985491112","Washington Foreign Press Center Briefing ""Voter Registration in U.S. Elections"""
"6353384672112","Washington Foreign Press Center Briefing ""Preview of the Upcoming State Visit of President William Ruto and First Lady Rachel Ruto of Kenya"""
"6353119001112","Foreign Press Center Briefing on Transatlantic Relations and the War in Ukraine: The Road to the Summit"
"6353117563112","Washington Foreign Press Center Briefing on ""Transatlantic relations and the war in Ukraine:  the road to the Summit"""
"6352607993112","Foreign Press Center Briefing on the Space Force's Critical Role in National Security"
"6352609172112","Foreign Press Center Briefing on ""Celebrating World Trade Month and Advancing the Biden-Harris Administration's Trade Agenda"""
"6352612350112","Washington Foreign Press Center Briefing on The Federal Election Commission's Role in Enforcing Campaign Finance Law"
"6351751487112","Washington Foreign Press Center Briefing on Election Briefing Series: Third Party Candidates"
"6351607153112","Washington Foreign Press Center Briefing on Western Hemisphere Nuclear Risk Reduction"
"6351756566112","Washington Foreign Press Center Briefing on U.S. Migration Policy Overview"
"6351600611112","Washington Foreign Press Center Briefing on Nuclear Risk Reduction in the Western Hemisphere"
"6351120043112","Washington Foreign Press Center Briefing on Strengthening Partnerships: Updates on Ukraine’s Economic Recovery"
"6351111499112","Washington Foreign Press Center Briefing on An International Response to Combatting Synthetic Drugs"
"6351047129112","Washington Foreign Press Center Briefing on Women in Politics"
"6350577379112","Washington Foreign Press Center Briefing on Japan State Visit and the U.S.-Japan-Philippines Trilateral Leaders’ Summit"
"6350277099112","Washington Foreign Press Center Briefing on Annual “To Walk the Earth in Safety” (TWEIS) Report"
"6349885890112","New York Foreign Press Center Briefing with the Defense POW/MIA Accounting Agency"
"6349817117112","Washington Foreign Press Center Briefing on Review of the Current U.S. Global Energy Policy Priorities"
"6349257452112","Foreign Press Center Briefing on Negotiating a Global Agreement on Plastic Pollution"
"6348847093112","Washington Foreign Press Center Briefing on Preview of U.S. Participation in the Third Summit for Democracy"
"6348833800112","Washington Foreign Press Center Briefing on FY2025 Budget Proposal: The United States’ Global Funding Priorities"
"6348290058112","Foreign Press Center Briefing on The Washington Principles on Nazi-Confiscated Art."
"6348276142112","Washington Foreign Press Center Briefing on U.S. Priorities to Combat Climate Change"
"6348218076112","Foreign Press Center Briefing on Russian Attacks Targeting Ukraine’s Energy Infrastructure"
"6347931924112","GMT20240228-180420_Recording_avo_1280x720"
"6347410424112","New York Foreign Press Center Briefing on 2024 U.S. Real Estate Outlook"
"6347392024112","Foreign Press Center Briefing on Two-year Mark of Russia’s Full-Scale Invasion of Ukraine and United States’ support for Ukraine."
"6347263048112","Washington Foreign Press Center Briefing on Election Briefing Series: How Candidates Are Selected"
"6347263610112","DO NOT USE - 20240220 -Washington Foreign Press Center Briefing on Election Briefing Series: How Candidates Are Selected"
"6347035273112","Foreign Press Center Briefing on Information Session for Media Planning to Cover the 2024 Presidential Nominating Conventions"
"6346938449112","Foreign Press Center Briefing on Domestic and International Dimensions of the U.S. Fentanyl Crisis"
"6346881787112","Washington Foreign Press Center Briefing on Indo Pacific Strategy: 2 Years Later"
"6346556492112","24-02-08 Wall Street - Conference Board"
"6345130852112","Foreign Press Center Briefing on ""Artificial Intelligence (AI) and Journalism"""
"6344693588112","Foreign Press Center Briefing on “Overview of U.S. Migration Policy."
"6340636399112","Foreign Press Center Briefing on 2023 Asia-Pacific Economic Cooperation (APEC) Leaders’ Week"
"6341252080112","Washington Foreign Press Center briefing on ""Review of the Current U.S. Global Energy Policy Priorities"""
"6342089138112","Foreign Press Center Briefing on the ""Road to COP 28: U.S. Energy Policy with Deputy Secretary of Energy David Turk"""
"6342973051112","Foreign Press Center Briefing on An Overview of the U.S. Courts System"
"6342977450112","Washington Foreign Press Center briefing on ""Threats Faced by Exiled Journalists"""
"6342798634112","New York Foreign Press Center Briefing on “Catalyzing Innovation in Technology through Regional Tech Hubs”"
"6342466023112","Washington Foreign Press Center Briefing on “Update on Humanitarian Aid and Hostage Situation in Gaza”"
"6341345763112","Foreign Press Center briefing on “U.S. Government Response to Migration in the Americas"""
"6341179883112","Foreign Press Center Briefing on the Role of the Oceans in Combatting Climate Change."
"6339782810112","Washington Foreign Press Center Briefing on Preview of Australian Prime Minister Albanese State Visit to the United States"
"6339718540112","Washington Foreign Press Center Briefing on “The Situation in the Middle East”"
"6337638969112","New York Foreign Press Center Briefing on ""UNGA78 Briefing on Latin America and the Caribbean"""
"6337514806112","Foreign Press Center Briefing on Foreign Policy Update on U.S. Economic Priorities"
"6337558456112","Foreign Press Center Briefing on UNGA78 Briefing on Latin America and the Caribbean"
"6337424514112","Foreign Press Center Briefing on Readout of Secretary Blinken’s event, Addressing the Public Health and Security Threats of Synthetic Drugs Through Global Cooperation"
"6337446343112","Foreign Press Center Briefing on U.S. Leadership in Response to Humanitarian Crises"
"6337439592112","New York Foreign Press Center Briefing on ""Readout of the Atlantic Cooperation Ministerial"""
"6337380316112","New York Foreign Press Center Briefing on ""U.S. Priorities for UNGA 2023 and other Foreign Policy News of the Day"""
"6336695514112","Foreign Press Center Briefing: Preview of President Biden’s visit to New Delhi for the G20 Leaders’ Summit and Vice President Harris’ visit to Jakarta for the U.S.-ASEAN and East Asia Summits"
"6335982008112","Washington Foreign Press Center Briefing on ""Anticipating Justice and Accountability Around the World"""
"6333838468112","Washington Foreign Press Center Briefing on ""Preview of the Upcoming Trilateral Leaders Summit of the United States, Japan, and the Republic of Korea and News of the Day"""
"6332426968112","Washington Foreign Press Center Briefing on ""Forced Passportization of residents in Russia-occupied Areas of Ukraine"""
"6332187264112","New York Foreign Press Center Briefing on ""United States to Bring Food Security to the Forefront of the United Nations Agenda During Presidency of UN Security Council"""
"6331819470112","Foreign Press Center Briefing on Action to Support Security Across Europe, Central Asia and North America"
"6331485480112","Foreign Press Center Briefing on ""Economic Partnerships Between Washington State and the Asia-Pacific Region: A Conversation in Advance of the Third APEC Senior Officials and Ministerial Meetings"""
"6331139196112","Foreign Press Center Briefing on ""El Niño and Its Influence on Global Food Insecurity"""
"6329805408112","Foreign Press Center Briefing on ""Preview of the 53rd General Assembly of the Organization of American States"""
"6329799558112","Foreign Press Center Briefing on ""Preview of the Upcoming State Visit of Prime Minister Narendra Modi of the Republic of India and News of the Day"""
"6328915167112","New York Foreign Press Center Briefing on the U.S. Army and its Global Engagement"
"6327550072112","Washington Foreign Press Center Briefing on Migration and Border Security Updates"
"6327297653112","New York Foreign Press Center Briefing on City Spotlight:  Detroit"
"6327228094112","Foreign Press Center Briefing on City Spotlight: Innovation in the Drone Industry"
"6322623751112","Washington Foreign Press Center Briefing on ""Funding for International Partnerships Through the CHIPS Act"""
"6326139607112","Foreign Press Center Briefing with John Kirby, NSC Coordinator for Strategic Communications"
"6325337856112","Washington Foreign Press Center Briefing on ""Preview of Cities Summit of the Americas"""
"6325071173112","New York Foreign Press Center Briefing on “U.S. Space Force — Together Expanding Our Competitive Advantage in Space”"
"6324497854112","Foreign Press Center Briefing on ""Review of the Tenth EU-US Energy Council"""
"6323659461112","Washington Foreign Press Center Briefing on the ""Transit of Taiwan President through the United States"""
"6323957717112","Washington Foreign Press Center Briefing on ""Annual “To Walk the Earth in Safety” (TWEIS) Report"""
"6323171165112","New York Foreign Press Center Briefing on ""U.S. Objectives at the United Nations Water Conference"""
"6312718271112","New York Foreign Press Center Briefing on the “Update on U.S. Environmental and Conservation Priorities”"
"6314463198112","Washington Foreign Press Center Briefing on the ""Biden-Harris Administration’s Foreign Policy Priorities"" with John Kirby, NSC's Coordinator for Strategic Communications"
"6323168904112","Foreign Press Center Briefing on ""The Future of Security Sector Assistance in a Changing World"
"6312666453112","New York Foreign Press Center Virtual Briefing with Under Secretary of State for Economic Growth, Energy, and the Environment Jose Fernandez Update on U.S. Efforts to Promote Energy Security"
"6323090570112","Washington Foreign Press Center Briefing on ""2023 Summit for Democracy: Progress in the Year of Action"""
"6322629976112","Washington Foreign Press Center Briefing on the “AUKUS Partnership and Its Implications for the Nuclear Non-Proliferation Regime"""
"6321041346112","Washington Foreign Press Center Briefing on “One Year Later: Helping Ukraine Win the War and Secure Peace”"
"6321513281112","Foreign Press Center Briefing on the ""Understanding Xi’s Digital Strategy for China"""
"6321401406112","Foreign Press Center Briefing on ""The Energy Impact a Year After Putin’s Invasion of Ukraine"""
"6320932208112","Foreign Press Center Briefing with Ambassador Linda Thomas-Greenfield"
"6320978553112","Foreign Press Center Briefing on APEC priorities in 2023"
"6320996133112","Foreign Press Center Briefing on the ""U.S.-China Relations"""
"6320494394112","Foreign Press Center Briefing on the State Department’s Foreign Assistance Programs"
"6320402120112","Foreign Press Center Briefing on the “Evidence of Russia’s War Crimes & Other Atrocities in Ukraine:  Recent Reporting on Child Relocations"""
"6319993896112","Foreign Press Center Briefing on the ""Transnational Organized Crime Reward"""
"6319989565112","Washington Foreign Press Center Briefing on “The Biden-Harris Foreign Policy Agenda”"
"6318569708112","Washington Foreign Press Center Briefing on the ""Fusion Ignition Breakthrough"""
"6318295575112","Washington Foreign Press Center Briefing on the ""U.S. Foreign Policy Update"""
"6318199355112","Washington Foreign Press Center Briefing on the launch of the U.S. Strategy for Women's Economic Security"
"6318189218112","U.S. Strategy on Global Women’s Economic Security"
"6317357659112","New York Foreign Press Center Briefing on A New Vision for Addressing Global Forced Displacement and Migration Crises"
"6316810134112","Foreign Press Center Briefing on Supporting good business practices and growth around the world: The Secretary of State’s Award for Corporate Excellence"
"6316746165112","Foreign Press Center Briefing on the Department of Defense Perspective Ahead of the U.S-Africa Leaders’ Summit"
"6316423635112","Foreign Press Center Briefing on World AIDS Day"
"6316484214112","DCFPC On-the-Record Hybrid Briefing by State Department Chief Economist Dr. Emily Blanchard"
"6316471403112","Secretary Blinken delivers remarks at a World AIDS Day event hosted by the Business Council for International Understanding (BCIU) in Washington, DC."
"6316416237112","Yale's Humanitarian Research Lab   ""Accountability for War Crimes and Other Atrocities in Ukraine."""
"6315732966112","Foreign Press Center Briefing on the ""U.S. Government's Global Cyber Initiatives"
"6315679311112","Foreign Press Center Briefing Impacts of the Black Sea Grain Initiative"
"6315333386112","Foreign Press Center Briefing on the Outcomes of the G7 Summit."
"6314888870112","""Rewards for Justice: Disrupting financial mechanisms that support the Democratic People’s Republic of Korea (DPRK)”"
"6314749326112","Foreign Press Center Briefing on the ""City Spotlight: Semiconductor Industry in the Silicon Heartland: Indiana and Ohio"""
"6314455990112","Washington Foreign Press Center Briefing on the ""Biden-Harris Administration’s Foreign Policy Priorities"" with John Kirby, NSC's Coordinator for Strategic Communications"
"6313945240112","Foreign Press Center Briefing on the ""Condemning Russia's Illegal Attempts to Annex Ukrainian Territory"""
"6313613849112","Foreign Press Center Briefing with Ambassador Linda Thomas Greenfield"
"6313199805112","Foreign Press Center Briefing on ""Voting rights, civil rights, immigration: This term at the Supreme Court"""
"6312718117112","New York Foreign Press Center Briefing on the “Update on U.S. Efforts to Promote Global Women’s Issues”"
"6312715901112","Secretary Blinken hosts the Partners in the Blue Pacific Ministerial in New York City, New York"
"6312661869112","Foreign Press Center Briefing on the “Combatting Global Food Insecurity”"
"6312618182112","New York Foreign Press Center Briefing on UNGA '22 U.S. Response to Global Climate Change"
"6312561873112","Secretary Blinken participates in a Freedom of Expression Roundtable in New York City, New York."
"6312426119112","Foreign Press Center Briefing on the ""Russian Damage and Destruction to Ukraine's Food Supplies."""
"6312370203112","Foreign Press Center Briefing on the ""Russian Filtration Operations in Ukraine"""
"6312265773112","Foreign Press Center Briefing on the NASA’s Role in Climate Science Research"
"6312102971112","Foreign Press Center Briefing on the ""UN-brokered Black Sea deal and impacts on global food security with Ambassador Jim O’Brien"""
"6312053096112","Foreign Press Center Briefing on the ""U.S. National Guard’s Domestic and Global Engagement"""
"6311660815112","Foreign Press Center Briefing on “The Critical Role of Racial Justice and Equity in U.S. Foreign Policy”"
"6311609616112","Foreign Press Briefing Center on the ""Cybercrime Treaty Negotiations at the United Nations"""
"6311437785112","Foreign Press Center Briefing on the ""Filtration Operations in Ukraine"""
"6311393476112","Foreign Press Center briefing with U.S. Coordinator on Global Anti-Corruption Richard Nephew"
"6310702011112","Foreign Press Center Press Center Briefing on the ""Update on Visa Services"""
"6310696093112","Foreign Press Center Briefing on ""The Economic Impact of Sanctions on Russia."""
"6310389893112","Foreign Press Center Briefing on  the ""10th Nonproliferation Treaty (NPT) Review Conference: U.S. Objectives and Priorities"""
"6309536789112","Foreign Press Center Briefing on the ""Reenergizing U.S. Travel and Tourism"""
"6309475370112","Foreign Press Center Briefing on ""U.S. sanctions on Russia"""
"6309258524112","Foreign Press Center Briefing on the ""Key Outcomes from the Madrid Summit."""
"6307698026112","Foreign Press Center Briefing on ""Protecting the Rights of Persons with Disabilities"""
"6308476599112","Foreign Press Center Briefing with Sylvester Turner, Mayor of Houston, Texas"
"6308272794112","Foreign Press Center Briefing on  Understanding America Series - Inside the Supreme Court - Its Role in Our Constitutional System with Georgetown University Law School Professor Susan Low Bloch."
"6307540524112","Foreign Press Center briefing on an Economic Outlook of Kansas City Region"
"6307772741112","Foreign Press Center Briefing with Amb.-at-Large for Global Criminal Justice Van Schaack on Russian War Crimes in Ukraine"
"6307696126112","Foreign Press Center Briefing on ""Protecting the Rights of Persons with Disabilities"""
"6307255579112","Foreign Press Center Briefing  on ""Navigating the New Normal: How Teleworking is Changing the World."""
"6306790335112","Foreign Press Center briefing with EAP Deputy Assistant Secretary Mark Baxter Lambert on the President’s travel to the Republic of Korea and Japan and a readout of the Quad Summit"
"6306680654112","Foreign Press Center Briefing on ""City Spotlight: Chattanooga"""
"6306024703112","Foreign Press Center Briefing on the ""Readout of President Biden's COVID-19 Summit"""
"6306280559112","Foreign Press Center Briefing with Amb. Linda Thomas-Greenfield: Launch of the Days of Action on Global Food Security"
"6306016574112","Secretary Blinken delivers the opening remarks at Session IV of the Second Global COVID Summit."
"6306007335112","Session IV of the Second Global COVID Summit"
"6305376215112","Foreign Press Center Briefing on the Smithsonian’s Cultural Heritage Rescue Work in Ukraine."
"6305562481112","Secretary Blinken delivers remarks to the press in recognition of World Press Freedom Day at the Foreign Press Center in Washington, D.C."
"6305327346112","Foreign Press Centers Briefing on the ""Declaration of the Future of the Internet"""
"6305280623112","Washington Foreign Press Center Briefing on the ""How the PRC Amplifies Russian Disinformation"""
"6304418020001","Foreign Press Center Briefing with Professor H.S. Philip Wong, Stanford University"
"6304427240001","Foreign Press Center Briefing on Responsible State Behavior in Cyberspace"
"6303368857001","Foreign Press Center Briefing on the ""Racial Equity Series: Advancing Health Equity—Through the Lens of Social Justice Practitioners."""
"6301518930001","Foreign Press Center Briefing on the ""Women’s History Month – Gender-Based Violence (GBV): Countering Female Genital Mutation/Cutting (FGM/C)"""
"6300999074001","Secretary Blinken's remarks to the press at the Department of State."
"6300867924001","Secretary Blinken delivers virtual remarks at the UN-hosted High-Level Yemen Pledging Event"
"6297684905001","Foreign Press Center Briefing on ""The U.S. Congress"""
"6296158404001","Foreign Press Center Briefing on the ""New Initiatives in the Fight Against ISIS-K"""
"6294194681001","Foreign Press Center Briefing on  the ""Wall Street Series: Citi Research Briefing"""
"6293414545001","Washington Foreign Press Center Briefing on “China's Maritime Claims in the South China Sea"""
"6293385894001","Foreign Press Center Briefing with the United States Ambassador to the United Nations, Linda Thomas-Greenfield"
"5240476273001","LIVE: Foreign Press Center Briefing"
"6293369992001","FPC Event"
"6292934433001","Foreign Press Center Briefing on COVID-19 Fact Checking: What Journalists Need to Know."
"6280974503001","Washington Foreign Press Center Briefing on Understanding America: The Legacy of Native American Military Service"
"6281353375001","Washington Foreign Press Center Briefing on the November 10 Virtual COVID-19 Ministerial"
"6282105663001","Foreign Press Center Briefing on the ""Rebuilding Our Economy: Addressing Labor Shortages."""
"6284699026001","Foreign Press Center Briefing on the ""Advancing  Racial Equity: Icons of Voting Rights ."""
"6285022136001","Washington Foreign Press Center Briefing on ""Understanding America: Redistricting."""
"6285025191001","Washington Foreign Press Center Briefing on ""Understanding America: Redistricting."""
"6285028738001","Washington Foreign Press Center Briefing on ""Understanding America: Redistricting."" (Duplicate)"
"6285041745001","Foreign Press Center Briefing on the ""Understanding America: Redistricting"""
"6285060735001","Washington Foreign Press Center Briefing with NSC Senior Director Banks."
"6285065784001","Foreign Press Center Briefing with NSC Senior Director Banks"
"6285837100001","Washington Foreign Press Center Briefing on the ""2021 Secretary’s Award for Corporate Excellence."""
"6286041704001","Foreign Press Center Readout of 2021 Seoul Peacekeeping Ministerial"
"6286831947001","Foreign Press Center Briefing on the ""2021 Holiday Retail Shopping Expectations."""
"6275110453001","Foreign Press Center Briefing on the OECD Ministerial Council Meeting (MCM)"
"6277301568001","Foreign Press Center Briefing on the ""Update on the International Counter-Ransomware Initiative"""
"6278901192001","Foreign Press Center Briefing on the ""International Travel Vaccine Requirement."""
"6281345673001","Please  DO NOT USE - Thank you!"
"6274771060001","Foreign Press Center Briefing on ""Harnessing Clean Energy Innovation for Climate Resilience"""
"6274074958001","Foreign Press Center Briefing on the ""Readout on the UN General Assembly"""
"6272720109001","New York Foreign Press Center Briefing on the ""Press Preview of Climate Week NYC."""
"6271579316001","Foreign Press Center Briefing on 9/11 Memorial Museum and Their 20th Anniversary Commemorative Ceremony"
"6271793247001","Foreign Press Center Briefing on the ""Economic Outlook from the Port of Long Beach"""
"6269666318001","President Biden's remarks on Terror Attack in Afghanistan"
"6269350412001","President Biden's  Remarks on Our Ongoing Efforts in Afghanistan"
"6267312226001","Foreign Press Center Briefing on the ""Seattle Climate Resilience and Climate Mayors Program"""
"6267177663001","Foreign Press Center Briefing ""Climate Crisis: The Latest Science and U.S. Objectives for COP 26"""
"6266690975001","The Biden-Harris Administration's Commitment to Indigenous Communities"
"6265622242001","Foreign Press Center Briefing on the ""Covid-19 Vaccine Immunity and the Impact of Variants."""
"6263563106001","Foreign Press Center Briefing on ""Monuments & Memorials – Confronting the Past and Shaping the Future"""
"6262092604001","Foreign Press Center Briefing on the White House Update on Gender Equity & Paris Generation Equality Forum"
"6262090410001","2021_TIP_Report_Opening_Video"
"6261964277001","Foreign Press Center Briefing on the 2021 TIP Report."
"6259156750001","Foreign Press Center Briefing on ""Understanding America: The History and Meaning of Juneteenth"""
"6258119595001","New York FPC Briefing on ”Workforce Development and Post COVID-19 Economic Recovery”"
"6257953478001","FPC_Black_Business"
"6233833209001","Washington Foreign Press Center Briefing on ""Understanding America: Resiliency in Black Business Communities."""
"6255823943001","Foreign Press Center Briefing on Understanding America:  The Federal Budget Process."
"6253878301001","Foreign Press Center Briefing on the “Arctic Issues Briefing”"
"6253098104001","Washington Foreign Press Center Briefing on the ""Understanding America: Asian American History, Contributions, and Current Challenges."""
"6252965821001","Foreign Press Center Briefing on the “California Climate Action Corp Briefing”"
"6250910964001","Foreign Press Center Briefing on: ""Understanding America - The Future of Media Ethics"""
"6250914401001","Secretary Blinken participates in a virtual roundtable with foreign media at the Foreign Press Center, ahead of World Press Freedom Day."
"6250062378001","Foreign Press Center Briefing on ""From Civil Rights to Racial Justice: Understanding African-American Social Justice Movements."""
"6248061743001","Foreign Press Center Briefing on Overcoming Racial Disparities in Vaccine Hesitancy and Access"
"6246305460001","Foreign Press Center Briefing on ""Renewing U.S. Global Health Leadership"
"6245287371001","Secretary Blinken's press briefing through the New York Foreign Press Center"
"6246106176001","Foreign Press Center Briefing on the ""Advancing Gender Equity"""
"6245790331001","Foreign Press Center Briefing on the ""Role of Historically Black Colleges and University(HBCUs) in the U.S. Higher Education."""
"6241773391001","Foreign Press Center Briefing on  the ""Highlights of Secretary Blinken's Travel to Tokyo and Seoul"
"6239051683001","Foreign Press Center Briefing on Understanding America:  From Slavery to Stacy Abrams: The Year of the Black Woman"
"6238266830001","Foreign Press Center Briefing on the ""Update on U.S. Immigrant Visa Processing at Embassies and Consulates"""
"6237191516001","Foreign Press Center Briefing on ""Understanding America: Advancing Gender Equity."""
"6236963999001","Washington Foreign Press Center Briefing on ""Secretary Blinken’s Virtual Trip to Canada and Mexico"""
"6235376627001","New York Foreign Press Center Briefing on ""Wall Street: JP Morgan, Luis Oganes on Currencies, Commodities, and Emerging Market Outlook"""
"6234960245001","do not use"
"6235350910001","Foreign Press Center Briefing on the ""Resilience in the Time of COVID: The Real Estate Sector."""
"6234748710001","New York Foreign Press Center Briefing on ""Wall Street Series: 2021 Economic Outlook"""
"6231821326001","Foreign Press Center Briefing on the ""U.S. Plans to Combat Covid-19"""
"6229510015001","Foreign Press Center Briefing on the ""U.S. Foreign Policy in the Biden Administration"
"6230204615001","Foreign Press Center Briefing on ""A Safer, Stronger, and More Prosperous Country:  Immigration Reform"
"6228916128001","20210203 Jen McAndrew FPC Briefing: ""Addressing Racial Inequality in the Justice System"
"6228842545001","Foreign Press Center Briefings on ""Wall Street Series: Perspectives on the Global Economy, Financial Services, and 2021 Outlook"""
"6226747789001","New York Foreign Press Center Briefing Perspectives on U.S. Markets, the Economy and 2021 OutlookUntitled"
"6074856503001","Secretary Pompeo remarks on the ""Middle East Peace and Security"""
"6140497760001","Secretary Pompeo's Remarks on the 2019 Country Reports on Human Rights Practices"
"6167275735001","Secretary Pompeo remarks on the release of the Trafficking in Persons Report"
"6191057500001","New York Foreign Press Center Briefing - ""Elections 2020: Political Advertising"""
"6191861814001","Washington Foreign Press Center Briefing - ""How USAID is Responding to Global Food Insecurity"""
"6221962655001","Foreign Press Center Briefing on the ""Understanding America: The Legacy of Martin Luther King"""
"6216875205001","Foreign Press Center Briefing on ""FY2020 Retrospective on Security Cooperation Activities Worldwide with a look ahead to FY2021"""
"6203972281001","Washington Foreign Press Center Briefing - ""Elections 2020 - The 4th Estate: How Journalist's Election Coverage Affects Voter Behavior"""
"6198087241001","Foreign Press Center Briefing ""Enhancing the Integrity of America's Research Enterprise"""
"6204265322001","Foreign Press Center Briefing on the ""Elections 2020: The Electoral College"
"6203639858001","Washington Foreign Press Center ""Elections 2020: Revisiting Campaign Finance in the 2020 Elections"""
"6203297103001","Washington Foreign Press Center Briefing ""Strategic Outlook on U.S. Coast Guard Pacific Operations and Deterring IUU Fishing"""
"6200353566001","Foreign Press Center Virtual Briefing on ""International Participation in Artemis – An Update from NASA"""
"6189565536001","Foreign Press Center Briefing on the ""Elections 2020: The Major Themes, Challenges, and Demographics Two Months Before Election Day."""
"6187850819001","Foreign Press Center Briefing on the ""Elections 2020: Voter Psychology and How Public Health Concerns Affect Political Behavior"""
