video_id,title,filename,created_at
2103732909001,Politics From on High: Presidential Inaugurations in Historical and Strategic Perspective,2103732909001.mp4,01/18/2013
5286018629001,"FPC Briefing, A Look Back on the Obama Administration's Foreign Policy",5286018629001.mp4,01/18/2017
6345130852112,"Foreign Press Center Briefing on ""Artificial Intelligence (AI) and Journalism""",6345130852112.mp4,01/18/2024
62369573001,"Cooperation Among Haiti, the U.S, and the UN in Relief Efforts",62369573001.mp4,01/19/2010
62345276001,The U.S.-Japan Alliance,62345276001.mp4,01/19/2010
4711721904001,Wildlife Trafficking in Africa,4711721904001.mp4,01/19/2016
4712022394001,Congress at a Glance,4712022394001.mp4,01/19/2016
756439373001,Current Global Events and Issues,756439373001.mp4,01/20/2011
4002618191001,U.S. Foreign Policy Priorities for 2015,4002618191001.mp4,01/21/2015
4715656439001,Implementation of the Joint Comprehensive Plan of Action with Iran,4715656439001.mp4,01/21/2016
6292934433001,Foreign Press Center Briefing on COVID-19 Fact Checking: What Journalists Need to Know.,6292934433001.mp4,01/21/2022
62916722001,The Obama Administration at One Year,62916722001.mp4,01/22/2010
1409794368001,South Carolina Primary Analysis and Looking Ahead to the Florida Primary,1409794368001.mp4,01/23/2012
4007708010001,Preview of the President’s 2015 State of the Union Address,4007708010001.mp4,01/23/2015
6125957032001,"Washington Foreign Press Center Briefing on ""Elections 101: State of Play for the 2020 Elections""",6125957032001.mp4,01/23/2020
6126283173001,"Washington Foreign Press Center Briefing on ""The Enduring Strength of The U.S.-Japan Alliance""",6126283173001.mp4,01/24/2020
6293414545001,"Washington Foreign Press Center Briefing on “China's Maritime Claims in the South China Sea""",6293414545001.mp4,01/24/2022
6293385894001," Foreign Press Center Briefing with the United States Ambassador to the United Nations, Linda Thomas-Greenfield",6293385894001.mp4,01/24/2022
5720112541001,Washington Foreign Press Center briefing with State Department Spokesperson Nauert,5720112541001.mp4,01/26/2018
9245706001,U.S. National Security Strategy Update,9245706001.mp4,01/27/2009
764445191001,The Obama Administration's 2011 Foreign Policy Priorities,764445191001.mp4,01/27/2011
1418331710001,Asia-Pacific U.S. Military Overview,1418331710001.mp4,01/27/2012
6226747789001,"New York Foreign Press Center Briefing Perspectives on U.S. Markets, the Economy and 2021 OutlookUntitled",6226747789001.mp4,01/27/2021
6294000803001,"Foreign Press Center Briefing on ""Understanding the America Voter in 2022.",6294000803001.mp4,01/27/2022
63889754001,Analysis of Obama’s First State of the Union Address,63889754001.mp4,01/28/2010
767274673001,Engagement with Muslim Communities around the World,767274673001.mp4,01/28/2011
3118256396001,Preview of the President's 2014 State of the Union Address,3118256396001.mp4,01/28/2014
3118584895001,Archive: 2014 Foreign Policy Priorities for the Obama Administration,3118584895001.mp4,01/28/2014
6294194681001,"Foreign Press Center Briefing on  the ""Wall Street Series: Citi Research Briefing""",6294194681001.mp4,01/28/2022
3123764635001,2014 Foreign Policy Priorities for the Obama Administration,3123764635001.mp4,01/30/2014
6128383408001,"Foreign Press Center Briefing on the ""U.S. Vision for the Indo-Pacific Region""",6128383408001.mp4,01/30/2020
772512361001,The New 112th Congress,772512361001.mp4,01/31/2011
64397834001,Secretary Clinton's Paris Speech on European Security,64397834001.mp4,02/01/2010
1427864988001,Readout of the Florida Primary and a Look Ahead to the Upcoming Caucuses and Primaries,1427864988001.mp4,02/01/2012
774956482001,U.S. Foreign Policy Goals and Objectives in Southeast Asia for 2011,774956482001.mp4,02/02/2011
10006136001,What Happened in the 2008 Election and What Is Ahead,10006136001.mp4,02/03/2009
64740793001,Readout on the January 28 London Conference on Afghanistan,64740793001.mp4,02/03/2010
6228842545001,"Foreign Press Center Briefings on ""Wall Street Series: Perspectives on the Global Economy, Financial Services, and 2021 Outlook""",6228842545001.mp4,02/03/2021
64903049001,Defense Department Quadrennial Defense Review (QDR) Rollout Briefing,64903049001.mp4,02/04/2010
3152581891001,U.S. Policy in the East Asia and Pacific Region for 2014,3152581891001.mp4,02/04/2014
4032862201001,U.S. Policy Priorities for the East Asian and Pacific Region in 2015,4032862201001.mp4,02/04/2015
4739606441001,Foreign Policy Update: 2016 Priorities,4739606441001.mp4,02/04/2016
6228916128001,"20210203 Jen McAndrew FPC Briefing: ""Addressing Racial Inequality in the Justice System",6228916128001.mp4,02/04/2021
6229510015001,"Foreign Press Center Briefing on the ""U.S. Foreign Policy in the Biden Administration",6229510015001.mp4,02/05/2021
5999730420001,Foreign Press Center Briefing on International Religious Freedom ,5999730420001.mp4,02/07/2019
6296158404001,"Foreign Press Center Briefing on the ""New Initiatives in the Fight Against ISIS-K""",6296158404001.mp4,02/07/2022
6230204615001,"Foreign Press Center Briefing on ""A Safer, Stronger, and More Prosperous Country:  Immigration Reform",6230204615001.mp4,02/08/2021
6319989565112,Washington Foreign Press Center Briefing on “The Biden-Harris Foreign Policy Agenda”,6319989565112.mp4,02/08/2023
6319993896112,"Foreign Press Center Briefing on the ""Transnational Organized Crime Reward""",6319993896112.mp4,02/08/2023
4041404005001,At the Top: Overview of the 2015 National Security Strategy,4041404005001.mp4,02/09/2015
6346556492112,24-02-08 Wall Street - Conference Board,6346556492112.mp4,02/09/2024
4041587601001,Overview of the 2015 U.S. National Security Strategy,4041587601001.mp4,02/10/2015
4748881563001,The New Hampshire Primary: Initial Results and Implications of the First U.S. Primary Election of 2016,4748881563001.mp4,02/10/2016
4749203696001,The U.S. Economic and Trade Relationship with the Association of Southeast Asian Nations (ASEAN),4749203696001.mp4,02/10/2016
4749037512001,Preview of the 2016 U.S.-ASEAN Summit in Sunnylands,4749037512001.mp4,02/10/2016
11590114001,The New US Mideast Map: Israeli Election and the Arab Split,11590114001.mp4,02/11/2009
2157875281001,Preview of the State of the Union Address,2157875281001.mp4,02/11/2013
66337845001,Haiti Earthquake Relief - One Month Later,66337845001.mp4,02/12/2010
3193342609001,Archive: Digital Diplomacy,3193342609001.mp4,02/12/2014
6231821326001," Foreign Press Center Briefing on the ""U.S. Plans to Combat Covid-19"" ",6231821326001.mp4,02/12/2021
12026025001,"FBI Update on Top Ten Fugitive James ""Whitey"" Bulger",12026025001.mp4,02/13/2009
1450487245001,Current U.S. Foreign Policy Issues,1450487245001.mp4,02/13/2012
6320402120112,"Foreign Press Center Briefing on the “Evidence of Russia’s War Crimes & Other Atrocities in Ukraine:  Recent Reporting on Child Relocations""",6320402120112.mp4,02/14/2023
6346881787112,Washington Foreign Press Center Briefing on Indo Pacific Strategy: 2 Years Later,6346881787112.mp4,02/14/2024
1454595494001,Female Genital Mutilation/Cutting (FGM/C),1454595494001.mp4,02/15/2012
6297673967001,"Foreign Press Center Briefing on the ""Wall Street Series: 2022 Outlook with Interactive Brokers""",6297673967001.mp4,02/15/2022
6297684905001,"Foreign Press Center Briefing on ""The U.S. Congress""",6297684905001.mp4,02/15/2022
6320494394112, Foreign Press Center Briefing on the State Department’s Foreign Assistance Programs,6320494394112.mp4,02/15/2023
6346938449112, Foreign Press Center Briefing on Domestic and International Dimensions of the U.S. Fentanyl Crisis,6346938449112.mp4,02/15/2024
66770557001,Secretary Clinton's speech at the U.S.-Islamic World Forum,66770557001.mp4,02/16/2010
6347035273112,Foreign Press Center Briefing on Information Session for Media Planning to Cover the 2024 Presidential Nominating Conventions,6347035273112.mp4,02/16/2024
793868672001,Asia-Pacific U.S. Military Overview,793868672001.mp4,02/17/2011
3222812475001,Digital Diplomacy: Making Foreign Policy Less Foreign,3222812475001.mp4,02/18/2014
4066435504001,FPC Preview of the White House Summit on Countering Violent Extremism,4066435504001.mp4,02/18/2015
67535445001,An Asessment of Iraq Before the March 7th Elections,67535445001.mp4,02/19/2010
6233833209001,"Washington Foreign Press Center Briefing on ""Understanding America: Resiliency in Black Business Communities.""",6233833209001.mp4,02/19/2021
6369062986112,25-02-19 Strategic Deterrence and the U.S. Air Force Bomber Force,6369062986112.mp4,02/19/2025
6347263048112,Washington Foreign Press Center Briefing on Election Briefing Series: How Candidates Are Selected,6347263048112.mp4,02/20/2024
1464198763001,Global Business Conference,1464198763001.mp4,02/21/2012
1464747252001,Global Business Conference,1464747252001.mp4,02/21/2012
3237303914001,Review of President Obama's Participation at the 2014 North American Leaders' Summit,3237303914001.mp4,02/21/2014
6320932208112,Foreign Press Center Briefing with Ambassador Linda Thomas-Greenfield,6320932208112.mp4,02/21/2023
1466717834001,Promoting U.S. Economic Engagement in Asia,1466717834001.mp4,02/22/2012
1466557421001,"African Economic Growth, Investment, and Development",1466557421001.mp4,02/22/2012
6320978553112,Foreign Press Center Briefing on APEC priorities in 2023,6320978553112.mp4,02/22/2023
6320996133112,"Foreign Press Center Briefing on the ""U.S.-China Relations""",6320996133112.mp4,02/22/2023
6347392024112,Foreign Press Center Briefing on Two-year Mark of Russia’s Full-Scale Invasion of Ukraine and United States’ support for Ukraine.,6347392024112.mp4,02/22/2024
6347410424112,New York Foreign Press Center Briefing on 2024 U.S. Real Estate Outlook,6347410424112.mp4,02/22/2024
13939289001,New Direction for the Civil Rights Movement,13939289001.mp4,02/23/2009
1468741056001,22-fpcSolomont.mov,1468741056001.mp4,02/23/2012
4770457660001,Foreign Press Center Briefing: What’s the Best Way to Cover Washington?,4770457660001.mp4,02/23/2016
6234748710001,"New York Foreign Press Center Briefing on ""Wall Street Series: 2021 Economic Outlook""",6234748710001.mp4,02/23/2021
6321041346112,Washington Foreign Press Center Briefing on “One Year Later: Helping Ukraine Win the War and Secure Peace”,6321041346112.mp4,02/23/2023
68411183001,Assistant Secretary Carson's Recent Two-Week Tour of Africa,68411183001.mp4,02/24/2010
802229753001,Current Global Events and Issues,802229753001.mp4,02/24/2011
4078595272001,New Reward for Cyber Fugitive,4078595272001.mp4,02/24/2015
4770945388001,What's the Best Way to Cover Washington?,4770945388001.mp4,02/24/2016
803643175001,12-mullenFPC-IOS,803643175001.mp4,02/25/2011
803611429001,13-hammerFPC-IOS,803611429001.mp4,02/25/2011
803610721001,13-kingFPC-IOS,803610721001.mp4,02/25/2011
803571202001,11-carsonFPC-iOS,803571202001.mp4,02/25/2011
6235376627001,"New York Foreign Press Center Briefing on ""Wall Street: JP Morgan, Luis Oganes on Currencies, Commodities, and Emerging Market Outlook""",6235376627001.mp4,02/25/2021
6235350910001,"Foreign Press Center Briefing on the ""Resilience in the Time of COVID: The Real Estate Sector.""",6235350910001.mp4,02/25/2021
68918461001,The NATO Strategic Concept Seminar February 2010,68918461001.mp4,02/26/2010
68918488001,Secretary Clinton's Trip to Latin America,68918488001.mp4,02/26/2010
4082679481001,FPC Update on U.S. Policy in South and Central Asia with Assistant Secretary of State for South and Central Asian Affairs Nisha Desai Biswal,4082679481001.mp4,02/26/2015
14375330001,Review of Secretary Clinton's First Trip to Asia,14375330001.mp4,02/27/2009
3267246683001,Release of the Country Reports on Human Rights Practices for 2013,3267246683001.mp4,02/27/2014
806722838001,Update on the BP Claims Compensation Process Resulting from the Gulf of Mexico Oil Spill,806722838001.mp4,02/28/2011
6008587579001,FPC Briefing: New Tools to Counter al-Qa’ida and Its Future Leadership,6008587579001.mp4,02/28/2019
6321401406112,"Foreign Press Center Briefing on ""The Energy Impact a Year After Putin’s Invasion of Ukraine""",6321401406112.mp4,02/28/2023
6347931924112,GMT20240228-180420_Recording_avo_1280x720,6347931924112.mp4,02/29/2024
4781807028001,Foreign Press Center Briefing: 2016: Will Women Decide?,4781807028001.mp4,03/01/2016
6321513281112,"Foreign Press Center Briefing on the ""Understanding Xi’s Digital Strategy for China""",6321513281112.mp4,03/01/2023
810389674001,"The Peace Corps Today: Celebrating 50 years of Service Past, Present, and Future",810389674001.mp4,03/02/2011
6299406132001,"Foreign Press Center Briefing on the ""Election 2022: Early Insights from Gallup""",6299406132001.mp4,03/02/2022
4091395966001,The President's Trade Agenda for 2015,4091395966001.mp4,03/03/2015
6236963999001,"Washington Foreign Press Center Briefing on ""Secretary Blinken’s Virtual Trip to Canada and Mexico""",6236963999001.mp4,03/03/2021
814269770001,U.S.-Turkey Economic Partnership Commission,814269770001.mp4,03/04/2011
6237191516001,"Foreign Press Center Briefing on ""Understanding America: Advancing Gender Equity.""",6237191516001.mp4,03/04/2021
6348218076112,Foreign Press Center Briefing on Russian Attacks Targeting Ukraine’s Energy Infrastructure ,6348218076112.mp4,03/04/2024
3298302651001,Preview of the 2014 Quadrennial Defense Review (QDR),3298302651001.mp4,03/05/2014
3298267996001,Asia-Pacific Economic Cooperation (APEC) Senior Officials Meeting,3298267996001.mp4,03/05/2014
6010370484001,Foreign Press Center Briefing with Special Rep Elliott Abrams,6010370484001.mp4,03/05/2019
6138744547001,"Foreign Press Center Briefing on the ""50th Anniversary of the Nuclear Non-Proliferation Treaty""",6138744547001.mp4,03/05/2020
6348290058112,Foreign Press Center Briefing on The Washington Principles on Nazi-Confiscated Art.,6348290058112.mp4,03/05/2024
6348276142112,Washington Foreign Press Center Briefing on U.S. Priorities to Combat Climate Change,6348276142112.mp4,03/05/2024
4097944063001,FPC Briefing on Trade Promotion Authority and the Prospects for Free Trade Agreements in 2015,4097944063001.mp4,03/06/2015
14993280001,How to Cover the U.S. Military,14993280001.mp4,03/07/2009
1494172011001,Election 2012: Super Tuesday,1494172011001.mp4,03/07/2012
4790208895001,Deputy Spokesperson Mark Toner Briefs Foreign Media,4790208895001.mp4,03/07/2016
2212742375001,Readout from A/S Fernandez Trip to the EAP Region and Overview of Regional Economic Issues,2212742375001.mp4,03/08/2013
4791774727001,Engaging India through Innovation and Entrepreneurship,4791774727001.mp4,03/08/2016
1498072079001,U.S. Foreign Policy: Western Balkans Update,1498072079001.mp4,03/09/2012
6238266830001,"Foreign Press Center Briefing on the ""Update on U.S. Immigrant Visa Processing at Embassies and Consulates""",6238266830001.mp4,03/09/2021
6140224730001,"Washington Foreign Press Center Briefing on "" Elections 101: Campaign Finance in the 2020 Elections.""",6140224730001.mp4,03/10/2020
71468534001,The 2009 Country Reports on Human Rights Practices,71468534001.mp4,03/11/2010
71405413001,International Women's Day Events,71405413001.mp4,03/11/2010
822710920001,Congress in Times of Distruption: A Historical Overview,822710920001.mp4,03/11/2011
6140497760001,Secretary Pompeo's Remarks on the 2019 Country Reports on Human Rights Practices,6140497760001.mp4,03/11/2020
6140572868001,"Washington FPC Briefing on ""2019 Country Reports on Human Rights Practices""",6140572868001.mp4,03/11/2020
6239051683001,Foreign Press Center Briefing on Understanding America:  From Slavery to Stacy Abrams: The Year of the Black Woman,6239051683001.mp4,03/11/2021
4107956973001,FPC Briefing on Preview of the 2015 SelectUSA Summit,4107956973001.mp4,03/12/2015
2224034659001,Readout from USAID Administrator Rajiv Shah's Trip to Burma and India,2224034659001.mp4,03/13/2013
5358071527001,Washington Foreign Press Center Briefing: A Preview of Secretary Tillersons Upcoming Travel to Asia,5358071527001.mp4,03/13/2017
6013589129001,Foreign Press Center Briefing on 2018 Country Reports on Human Rights Practices,6013589129001.mp4,03/13/2019
6348833800112,Washington Foreign Press Center Briefing on FY2025 Budget Proposal: The United States’ Global Funding Priorities,6348833800112.mp4,03/13/2024
6348847093112,Washington Foreign Press Center Briefing on Preview of U.S. Participation in the Third Summit for Democracy,6348847093112.mp4,03/13/2024
2226227301001,"The FBI and Its Role Overseas: International Partnerships in Latin America and the Latest Addition to the ""Ten Most Wanted Fugitives"" List",2226227301001.mp4,03/14/2013
3340196753001,Update on the Human Rights Situation in North Korea,3340196753001.mp4,03/14/2014
3340582971001,Foreign Policy Update,3340582971001.mp4,03/14/2014
72143631001,"U.S. Participation at the World Urban Forum V, to be held in Brazil, March 22 -26",72143631001.mp4,03/15/2010
6322629976112,"Washington Foreign Press Center Briefing on the “AUKUS Partnership and Its Implications for the Nuclear Non-Proliferation Regime""",6322629976112.mp4,03/15/2023
6322623751112,"Washington Foreign Press Center Briefing on ""Funding for International Partnerships Through the CHIPS Act""",6322623751112.mp4,03/15/2023
16670379001,The Role of the National Security Advisor,16670379001.mp4,03/16/2009
72326468001,"60th Anniversary of the FBI's ""Ten Most Wanted"" List",72326468001.mp4,03/16/2010
6300867924001,Secretary Blinken delivers virtual remarks at the UN-hosted High-Level Yemen Pledging Event,6300867924001.mp4,03/16/2022
833854155001,President Obama's Upcoming Trip to Latin America,833854155001.mp4,03/17/2011
6300999074001,Secretary Blinken's remarks to the press at the Department of State.,6300999074001.mp4,03/17/2022
6241773391001,"Foreign Press Center Briefing on  the ""Highlights of Secretary Blinken's Travel to Tokyo and Seoul",6241773391001.mp4,03/18/2021
16955569001,Prospects for Healthcare Reform in the U.S.,16955569001.mp4,03/19/2009
72875958001,"Secretary of State Clinton's Trip to Mexico on March 23, 2010",72875958001.mp4,03/19/2010
72859519001,Combating Piracy and U.S. Policy in Somalia,72859519001.mp4,03/19/2010
1518608577001,Campaign Finance in U.S. Elections,1518608577001.mp4,03/19/2012
6349257452112,Foreign Press Center Briefing on Negotiating a Global Agreement on Plastic Pollution,6349257452112.mp4,03/19/2024
2240268126001,Updates on the Trans-Pacific Partnership (TPP) and Other Regional Economic Issues,2240268126001.mp4,03/20/2013
2243363235001,The New Congress: Historical Relationship Between Congress and the Presidency and Important Issues Facing the 113th Congress and the Obama Administration,2243363235001.mp4,03/21/2013
6301518930001," Foreign Press Center Briefing on the ""Women’s History Month – Gender-Based Violence (GBV): Countering Female Genital Mutation/Cutting (FGM/C)""",6301518930001.mp4,03/22/2022
6323090570112,"Washington Foreign Press Center Briefing on ""2023 Summit for Democracy: Progress in the Year of Action""",6323090570112.mp4,03/22/2023
1526787426001,The Role of the Media in U.S. Elections,1526787426001.mp4,03/23/2012
6323171165112,"New York Foreign Press Center Briefing on ""U.S. Objectives at the United Nations Water Conference""",6323171165112.mp4,03/23/2023
6323168904112,"Foreign Press Center Briefing on ""The Future of Security Sector Assistance in a Changing World",6323168904112.mp4,03/23/2023
73661916001,Current Threat Assessment,73661916001.mp4,03/24/2010
73918672001,Overview of the Asia-Pacific Region,73918672001.mp4,03/25/2010
74065300001,"The 2010 Census: Why Do It, How Does It Work and How the Information Is Used",74065300001.mp4,03/26/2010
6349769115112,Washington Foreign Press Center Briefing on Election Briefing Series: Campaign Finance in U.S. Elections,6349769115112.mp4,03/26/2024
17844499001,President Obama's Afghanistan-Pakistan (AFPAK) Strategy,17844499001.mp4,03/27/2009
4138956931001,Read Out: Afghanistan President and CEO's Visit to Washington,4138956931001.mp4,03/27/2015
6349817117112,Washington Foreign Press Center Briefing on Review of the Current U.S. Global Energy Policy Priorities,6349817117112.mp4,03/27/2024
6349885890112,New York Foreign Press Center Briefing with the Defense POW/MIA Accounting Agency,6349885890112.mp4,03/28/2024
74487251001,The Deputy Secretary's Trip to the Balkans and Asia,74487251001.mp4,03/29/2010
4821959576001,Preview of the 2016 Nuclear Security Summit,4821959576001.mp4,03/29/2016
6245287371001,Secretary Blinken's press briefing through the New York Foreign Press Center,6245287371001.mp4,03/30/2021
6323659461112,"Washington Foreign Press Center Briefing on the ""Transit of Taiwan President through the United States""",6323659461112.mp4,03/30/2023
6245790331001,"Foreign Press Center Briefing on the ""Role of Historically Black Colleges and University(HBCUs) in the U.S. Higher Education.""",6245790331001.mp4,03/31/2021
75608508001,"Readout on Recent Travels to India, Afghanistan, Pakistan, and Belgium",75608508001.mp4,04/01/2010
876843244001,U.S. Humanitarian Assistance to Libya,876843244001.mp4,04/01/2011
6246106176001,"Foreign Press Center Briefing on the ""Advancing Gender Equity""",6246106176001.mp4,04/01/2021
6021814687001,Washington Foreign Press Center Briefing:  Reviewing the NATO 70th Anniversary Foreign Ministerial,6021814687001.mp4,04/02/2019
6146621032001,"Washington Foreign Press Center Briefing on the Release of Annual ""To Walk the Earth in Safety"" (TWEIS) Report.",6146621032001.mp4,04/02/2020
6246305460001,"Foreign Press Center Briefing on ""Renewing U.S. Global Health Leadership",6246305460001.mp4,04/02/2021
18517581001,U.S. Policy Regarding North Korea,18517581001.mp4,04/03/2009
6323957717112,"Washington Foreign Press Center Briefing on ""Annual “To Walk the Earth in Safety” (TWEIS) Report""",6323957717112.mp4,04/04/2023
6350277099112,Washington Foreign Press Center Briefing on Annual “To Walk the Earth in Safety” (TWEIS) Report,6350277099112.mp4,04/04/2024
888683439001,Analysis of the Changing Characteristics in the U.S. Population,888683439001.mp4,04/05/2011
889042108001,The New Portrait of America: First 2010 Census Briefs,889042108001.mp4,04/05/2011
5386524845001,"Washington Foreign Press Center briefing on ""Preview of the Visit of President Xi Jinping of China""",5386524845001.mp4,04/05/2017
76171467001,New Nuclear Posture Review,76171467001.mp4,04/06/2010
76171468001,Nuclear Posture Review,76171468001.mp4,04/06/2010
76442832001,Inauguration of the U.S.-Nigeria Binational Commission: Perspectives on Mutual Cooperation,76442832001.mp4,04/07/2010
76419855001,DoD's Nuclear Posture Review (NPR) Rollout,76419855001.mp4,04/07/2010
4159189714001,Preview of President's Trip to Kingston and Panama City,4159189714001.mp4,04/07/2015
897509280001,Country Reports on Human Rights Practices for 2010,897509280001.mp4,04/08/2011
6148173605001,"""Foreign Press Center Briefing on Update on Cybersecurity Threats and Prevention in the Current COVID-19 Environment""",6148173605001.mp4,04/08/2020
76942958001,Advanced Social Media for Journalists,76942958001.mp4,04/09/2010
6248061743001,Foreign Press Center Briefing on Overcoming Racial Disparities in Vaccine Hesitancy and Access,6248061743001.mp4,04/09/2021
6350577379112,Washington Foreign Press Center Briefing on Japan State Visit and the U.S.-Japan-Philippines Trilateral Leaders’ Summit,6350577379112.mp4,04/09/2024
5393904847001,"Washington FPC Briefing: Wikipedia - Reliable Sources, Open Sources, and Knowledge",5393904847001.mp4,04/11/2017
6324497854112,"Foreign Press Center Briefing on ""Review of the Tenth EU-US Energy Council""",6324497854112.mp4,04/11/2023
901625478001,President Abraham Lincoln and the Beginning of the Civil War,901625478001.mp4,04/12/2011
19569503001,Hard Lessons: The Iraq Reconstruction Experience,19569503001.mp4,04/14/2009
6149327782001,"""Foreign Press Center Briefing on Preview of NATO Defense Ministerial on COVID-19""",6149327782001.mp4,04/14/2020
6149387768001,"""Foreign Press Center Briefing on COVID-19 and Survivors Corps""",6149387768001.mp4,04/14/2020
6325071173112,New York Foreign Press Center Briefing on “U.S. Space Force — Together Expanding Our Competitive Advantage in Space”,6325071173112.mp4,04/14/2023
6149631421001,"Religious Freedom and COVID-19"" with Ambassador Brownback",6149631421001.mp4,04/15/2020
5771359808001,"NY Foreign Press Center Briefing on ""Blockchain Technology Explained""",5771359808001.mp4,04/16/2018
5771365863001,New York Foreign Press Center Briefing: A Preview of Tribeca Film Festival 2018,5771365863001.mp4,04/16/2018
6150023128001,"""Foreign Press Center Briefing on How COVID-19 Compares Historically to Other Pandemics""",6150023128001.mp4,04/16/2020
6351047129112,Washington Foreign Press Center Briefing on Women in Politics,6351047129112.mp4,04/16/2024
6351120043112,Washington Foreign Press Center Briefing on Strengthening Partnerships: Updates on Ukraine’s Economic Recovery,6351120043112.mp4,04/17/2024
6351111499112,Washington Foreign Press Center Briefing on An International Response to Combatting Synthetic Drugs,6351111499112.mp4,04/17/2024
909596797001,NATO Foreign Ministerial Meetings,909596797001.mp4,04/18/2011
1569309454001,Free the Press Campaign,1569309454001.mp4,04/18/2012
2310373288001,Political-Military Affairs: The Integration of Diplomacy and Defense,2310373288001.mp4,04/18/2013
3481322321001,Archive: A Preview of the President's Trip to Asia,3481322321001.mp4,04/18/2014
6325337856112,"Washington Foreign Press Center Briefing on ""Preview of Cities Summit of the Americas""",6325337856112.mp4,04/18/2023
78841639001,Upcoming Meeting of G-20 Labor and Employment Ministers,78841639001.mp4,04/19/2010
910891285001,Secretary Clinton’s Trip to Berlin for the Informal NATO Foreign Ministerial Meeting,910891285001.mp4,04/19/2011
2312877167001,Secretary Kerry Releases the 2012 Country Reports on Human Rights Practices,2312877167001.mp4,04/19/2013
2312840288001,Release of 2012 Human Rights Reports,2312840288001.mp4,04/19/2013
6027988258001,Washington Foreign Press Center Briefing: World Intellectual Property Day ,6027988258001.mp4,04/19/2019
6304427240001,Foreign Press Center Briefing on Responsible State Behavior in Cyberspace,6304427240001.mp4,04/19/2022
6304418020001,"Foreign Press Center Briefing with Professor H.S. Philip Wong, Stanford University",6304418020001.mp4,04/19/2022
79113967001,Overview of the Obama Administration's Nonproliferation Agenda,79113967001.mp4,04/20/2010
1573756190001,International Counter-piracy Update,1573756190001.mp4,04/20/2012
5774028988001,Washington Foreign Press Briefing: Release of the 2017 Country Reports on Human Rights Practices,5774028988001.mp4,04/20/2018
6304527926001,Washington Foreign Press Briefing on Election 2022: Religious Beliefs & Political Participation.,6304527926001.mp4,04/20/2022
6304524591001,Washington Foreign Press Briefing on Election 2022: Religious Beliefs & Political Participation.,6304524591001.mp4,04/20/2022
913929972001,"Innovations in Earthquake Monitoring, Risk Assessment, and Preparation",913929972001.mp4,04/21/2011
3492090269001,Preview of President Obama's Upcoming Trip to Asia,3492090269001.mp4,04/21/2014
4854934885001,Foreign Policy Update with Spokesperson Kirby,4854934885001.mp4,04/21/2016
20486122001,Understanding the Obama Budget,20486122001.mp4,04/22/2009
